title,location,area,bed,bath,price
ขายด่วน!!! ราคาถูกกก บ้านเดี่ยว หมู่บ้าน บดินทร นิมิตใหม่ 4 ห้องนอน 3 ห้องน้ำ  บ้านสวยต่อเติมครบ เนื้อที่ 43.2 ตร. ว. เดินทางสะดวก พร้อมเข้าอยู่,"ทรายกองดิน, คลองสามวา, กรุงเทพมหานคร",43.3 ตร.ว.,3,2,"4,300,000"
บ้านแฝด 2 ชั้น  40 ตร. ว. หมู่บ้านสุขสมบูรณ์ พหลโยธิน50 ถนนพหลโยธิน,"คลองถนน, สายไหม, กรุงเทพมหานคร",40 ตร.ว.,5,6,"4,200,000"
ขายบ้านเดี่ยว หมู่บ้านปัญญาเลคโฮม ถนนนิมิตใหม่ มีนบุรี กรุงเทพฯ,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",162.8 ตร.ว.,5,6,"12,900,000"
KK02-01831 -  ขายบ้านเดี่ยว   :        เขตสายไหม กรุงเทพมหานคร  (064-6654666),"สายไหม, สายไหม, กรุงเทพมหานคร",50 ตร.ว.,3,2,"4,500,000"
ขาย บ้านเดี่ยว 2 ชั้น หมู่บ้านนันทวัน สาทร - ราชพฤกษ์ ถนนราชพฤกษ์,"บางแวก, ภาษีเจริญ, กรุงเทพมหานคร",83.3 ตร.ว.,3,3,"17,000,000"
ขาย บ้านแฝด เคซี การ์เด้นโฮม นิมิตใหม่ รีโนเวทพร้อมอยู่,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",63 ตร.ว.,3,2,"4,200,000"
บ้าน  3 นอน ห้องกว้าง,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",65.8 ตร.ว.,3,3,"12,500,000"
KK02-01481 - ขายบ้านเดี่ยว   :       เขตหลักสี่ กรุงเทพมหานคร (064-6654666),"ตลาดบางเขน, หลักสี่, กรุงเทพมหานคร",187 ตร.ว.,3,2,"25,000,000"
KK02-12934 - ขายบ้านเดี่ยว   :      หมู่บ้านดิเอ็กซ์เทนโซ 2 กรุงเทพมหานคร (064-6654666),"หนองจอก, หนองจอก, กรุงเทพมหานคร",100 ตร.ว.,3,2,"4,000,000"
ขาย  บ้านเดี่ยว  หนองจอก  ถ. ประชาสำราญ,"คู้ฝั่งเหนือ, หนองจอก, กรุงเทพมหานคร",50 ตร.ว.,1,1,"1,680,000"
บ้านเดี่ยว หมู่บ้าน วรารมย์ 69 ประตูรั่วเป็นสแตนเลส บ้านมีพื้นที่ใช้สอยเยอะ,"หนองแขม, หนองแขม, กรุงเทพมหานคร",74.8 ตร.ว.,5,2,"4,200,000"
ขาย บ้านแฝดสไตล์บ้านเดี่ยว 2 ชั้น เค. ริซ ทาวน์ รามคำแหง-นิมิตใหม่ 13/2 เนื้อที่ 42 ตร. ว. 3ห้องนอน 3ห้องน้ำ 1ห้องครัว ทำเลดีโครงการติดถนนนิมิตรใหม่ เดินทางสะดวกสบาย เป็นแหล่งชุมชน,"ทรายกองดิน, คลองสามวา, กรุงเทพมหานคร",42 ตร.ว.,3,3,"2,990,000"
ขายถูก บ้านเดี่ยว โรยัล ปาร์ค วิลล์ สุวินทวงศ์ 64 ตรว หลังมุม ถนนเมน ร่มรื่น ต่อเติม สวยพร้อมอยู่  คุ้มค่า ราคาโดนใจ  ทำเล สุวินทวงศ์ หนองจอก,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",62 ตร.ว.,5,3,"3,990,000"
บ้าน  5 นอน ห้องใหญ่ ขั้นต่ำ 6 ด.,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",87.5 ตร.ว.,5,5,"13,900,000"
KK02-10782 - ขายบ้านเดี่ยว   :         หมู่บ้านโรยัล ปาร์ค วิลล์ กรุงเทพมหานคร (064-6654666),"หนองจอก, หนองจอก, กรุงเทพมหานคร",109 ตร.ว.,6,7,"6,450,000"
KK02-13047 - ขายบ้านเดี่ยว   :    หมู่บ้านเพ็ญศิริ 4 กรุงเทพมหานคร (064-6654666),"หนองจอก, หนองจอก, กรุงเทพมหานคร",55 ตร.ว.,3,3,"3,700,000"
KK02-13201 - ขายบ้านเดี่ยว   :     หมู่บ้านนันทวี กรุงเทพมหานคร (064-6654666),"หนองจอก, หนองจอก, กรุงเทพมหานคร",68 ตร.ว.,3,3,"4,115,000"
"ขายบ้านเดี่ยว 7 ห้องนอน ใน หมู่บ้านลดาวัลย์ ประชาชื่น, แขวงทุ่งสองห้อง เขตหลักสี่ กทม.","ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",287 ตร.ว.,7,5,"95,000,000"
ขายบ้านเดี่ยว2ชั้น แกรนดิโอลาดพร้าว เกษตรนวมินทร์ นวมินทร์ 42 พร้อมอยู่ ย่านลาดพร้าว,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",59 ตร.ว.,4,4,"16,000,000"
ขายด่วนบ้านเดี่ยว ฟอเรสต้า นิมิตใหม่ 40 (Foresta Nimitmai 40) กรุงเทพฯ พร้อมอยู่,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",50 ตร.ว.,3,2,"3,890,000"
KK02-01695 - ขายบ้านเดี่ยว   :        หมู่บ้านราชพฤกษ์ วงแหวน-เพชรเกษม กรุงเทพมหานคร (064-6654666),"หนองแขม, หนองแขม, กรุงเทพมหานคร",218 ตร.ว.,4,3,"9,900,000"
KK02-11001 - ขายบ้านเดี่ยว   :        หมู่บ้านบ้านสวนชมวิว กรุงเทพมหานคร (064-6654666),"หนองแขม, หนองแขม, กรุงเทพมหานคร",85 ตร.ว.,3,2,"4,500,000"
KK02-01783 - ขายบ้านเดี่ยว   :        หมู่บ้านดีไลท์ แอทซีน วัชรพล-จตุโชติ (064-6654666),"สายไหม, สายไหม, กรุงเทพมหานคร",56 ตร.ว.,3,2,"5,900,000"
ขาย บ้านเดี่ยว ม. ชื่นสุข2  ถนนกาญจนาภิเษก ซอย3  ใกล้สำเพ็ง2,"หลักสอง, บางแค, กรุงเทพมหานคร",37.5 ตร.ว.,4,4,"4,200,000"
บ้านเดี่ยว หมู่บ้านเธียรทอง หนองจอก รีโนเวทใหม่ ติดวอลเปเปอร์ชั้นล่างทั้งหมด,"หนองจอก, หนองจอก, กรุงเทพมหานคร",52 ตร.ว.,3,3,"3,290,000"
ขายบ้านเดี่ยว หมู่บ้านอควา ดิวินา รามคำแหง 94 (Aqua Divina By Sammakorn) พร้อมอยู่,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",63 ตร.ว.,3,3,"10,700,000"
ขายบ้านเดี่ยว 2 ชั้น หมู่บ้าน ลิฟวิ่ง นารา รามคำแหง - สุวรรณภูมิ ใกล้ทางด่วนถนนกาญจนาภิเษก,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",60 ตร.ว.,4,4,"5,500,000"
ขายบ้านเดี่ยวหลังมุม หมู่บ้านมัณฑนา 1 ประเวศ กรุงเทพมหานคร พร้อมอยู่,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",97 ตร.ว.,4,5,"13,500,000"
บ้าน Centro Bangna-Wongwean 3 นอน โมเดิร์น,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",52 ตร.ว.,3,2,"9,900,000"
152 ตร. ม. 3 ห้องนอน  3 ห้องน้ำ บ้านเดี่ยวสำหรับ ขาย ใน,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",38 ตร.ว.,3,3,"5,490,000"
บ้าน  5 นอน ห้องกว้าง,"ดินแดง, ดินแดง, กรุงเทพมหานคร",150 ตร.ว.,5,4,"39,000,000"
บ้าน  4 นอน ห้องกว้าง,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",87.5 ตร.ว.,4,5,"19,900,000"
ขายที่ดิน พร้อมบ้านพักอาศัย 2 หลัง เนื้อที่ 200 ตร. ว. ใกล้ตลาดสี่มุมเมือง,"ดอนเมือง, ดอนเมือง, กรุงเทพมหานคร",200 ตร.ว.,4,6,"20,000,000"
